324,魚,野菜,乳製品,,,,,,
325,野菜,乳製品,パン類,,,,,,
326,魚,乳製品,飲料,たばこ,,,,,
327,肉,野菜,調味料,乳製品,パン類,,,,
328,肉,魚,乳製品,パン類,,,,,
329,肉,調味料,,,,,,,
330,肉,調味料,パン類,,,,,,
331,野菜,雑貨,乳製品,飲料,,,,,
332,野菜,乳製品,,,,,,,
333,魚,野菜,雑貨,飲料,酒類,,,,
334,野菜,雑貨,パン類,,,,,,
335,魚,酒類,パン類,,,,,,
336,調味料,パン類,,,,,,,
337,魚,飲料,酒類,,,,,,
338,肉,魚,酒類,パン類,,,,,
339,魚,雑貨,酒類,,,,,,
340,魚,雑貨,酒類,パン類,,,,,
341,魚,野菜,乳製品,パン類,,,,,
342,魚,雑貨,調味料,酒類,パン類,,,,
343,雑貨,パン類,,,,,,,
344,肉,飲料,酒類,パン類,,,,,
345,魚,野菜,調味料,乳製品,パン類,,,,
346,魚,雑貨,乳製品,パン類,,,,,
347,雑貨,飲料,,,,,,,
348,肉,野菜,乳製品,飲料,,,,,
349,魚,雑貨,酒類,パン類,,,,,
350,肉,魚,雑貨,乳製品,,,,,
351,魚,野菜,雑貨,乳製品,パン類,,,,
352,野菜,乳製品,,,,,,,
353,野菜,パン類,,,,,,,
354,肉,乳製品,パン類,,,,,,
355,魚,たばこ,,,,,,,
356,肉,調味料,乳製品,たばこ,,,,,
357,肉,魚,野菜,調味料,たばこ,,,,
358,魚,野菜,乳製品,パン類,,,,,
359,雑貨,飲料,,,,,,,
360,乳製品,たばこ,パン類,,,,,,
361,魚,酒類,たばこ,,,,,,
362,魚,野菜,調味料,乳製品,パン類,,,,
363,肉,野菜,調味料,乳製品,飲料,,,,
364,肉,雑貨,飲料,酒類,パン類,,,,
365,魚,野菜,雑貨,パン類,,,,,
366,野菜,乳製品,パン類,,,,,,
367,魚,雑貨,,,,,,,
368,魚,たばこ,,,,,,,
369,魚,調味料,飲料,酒類,たばこ,,,,
370,野菜,乳製品,パン類,,,,,,
371,肉,魚,野菜,調味料,乳製品,酒類,たばこ,パン類,
372,魚,パン類,,,,,,,
373,魚,雑貨,飲料,たばこ,,,,,
374,肉,魚,野菜,雑貨,乳製品,パン類,,,
375,肉,魚,野菜,雑貨,調味料,乳製品,パン類,,
376,肉,魚,野菜,雑貨,乳製品,,,,
377,肉,雑貨,調味料,乳製品,パン類,,,,
378,肉,魚,調味料,,,,,,
379,肉,魚,調味料,飲料,,,,,
380,調味料,パン類,,,,,,,
381,飲料,酒類,パン類,,,,,,
382,魚,雑貨,調味料,飲料,酒類,パン類,,,
383,魚,野菜,雑貨,酒類,たばこ,,,,
384,調味料,乳製品,パン類,,,,,,
385,魚,野菜,乳製品,パン類,,,,,
386,肉,魚,雑貨,乳製品,,,,,
387,肉,魚,調味料,乳製品,酒類,,,,
388,肉,調味料,,,,,,,
389,野菜,乳製品,,,,,,,
390,肉,野菜,調味料,乳製品,パン類,,,,
391,野菜,乳製品,パン類,,,,,,
392,肉,乳製品,パン類,,,,,,
393,肉,乳製品,,,,,,,
394,野菜,乳製品,パン類,,,,,,
395,肉,雑貨,乳製品,,,,,,
396,肉,野菜,調味料,乳製品,,,,,
397,魚,雑貨,たばこ,,,,,,
398,魚,雑貨,飲料,酒類,,,,,
399,魚,飲料,酒類,,,,,,
400,魚,飲料,酒類,パン類,,,,,
401,野菜,乳製品,,,,,,,
402,魚,野菜,雑貨,乳製品,パン類,,,,
403,肉,野菜,雑貨,調味料,乳製品,パン類,,,
404,魚,飲料,たばこ,パン類,,,,,
405,肉,調味料,飲料,,,,,,
406,野菜,乳製品,パン類,,,,,,
407,乳製品,パン類,,,,,,,
408,魚,雑貨,飲料,,,,,,
409,肉,調味料,乳製品,,,,,,
410,魚,雑貨,飲料,たばこ,パン類,,,,
411,肉,魚,雑貨,酒類,パン類,,,,
412,魚,雑貨,酒類,,,,,,
413,野菜,乳製品,パン類,,,,,,
414,肉,飲料,パン類,,,,,,
415,肉,魚,野菜,乳製品,パン類,,,,
416,野菜,パン類,,,,,,,
417,野菜,乳製品,,,,,,,
418,肉,パン類,,,,,,,
419,野菜,乳製品,,,,,,,
420,野菜,乳製品,,,,,,,
421,肉,野菜,調味料,パン類,,,,,
422,肉,野菜,雑貨,調味料,酒類,,,,
423,調味料,飲料,,,,,,,
424,魚,雑貨,飲料,たばこ,,,,,
425,肉,魚,雑貨,乳製品,パン類,,,,
426,野菜,乳製品,パン類,,,,,,
427,肉,魚,野菜,調味料,乳製品,飲料,酒類,パン類,
428,魚,野菜,雑貨,調味料,乳製品,,,,
429,肉,魚,調味料,乳製品,酒類,パン類,,,
430,肉,魚,雑貨,調味料,パン類,,,,
431,肉,調味料,パン類,,,,,,
432,魚,野菜,酒類,,,,,,
433,肉,魚,野菜,調味料,乳製品,,,,
434,魚,雑貨,飲料,パン類,,,,,
435,野菜,乳製品,飲料,パン類,,,,,
436,野菜,乳製品,パン類,,,,,,
437,野菜,乳製品,飲料,たばこ,パン類,,,,
438,魚,雑貨,乳製品,パン類,,,,,
439,肉,魚,野菜,雑貨,乳製品,,,,
440,魚,雑貨,飲料,酒類,パン類,,,,
441,雑貨,飲料,酒類,,,,,,
442,肉,調味料,パン類,,,,,,
443,魚,野菜,乳製品,,,,,,
444,肉,魚,野菜,雑貨,調味料,乳製品,,,
445,肉,魚,調味料,パン類,,,,,
446,肉,魚,野菜,調味料,乳製品,酒類,パン類,,
447,肉,魚,雑貨,,,,,,
448,魚,野菜,雑貨,飲料,酒類,,,,
449,雑貨,調味料,飲料,酒類,,,,,
450,魚,雑貨,飲料,パン類,,,,,
451,魚,雑貨,酒類,たばこ,パン類,,,,
452,野菜,乳製品,パン類,,,,,,
453,野菜,乳製品,パン類,,,,,,
454,肉,魚,野菜,乳製品,パン類,,,,
455,魚,野菜,雑貨,調味料,乳製品,パン類,,,
456,野菜,乳製品,パン類,,,,,,
457,野菜,乳製品,パン類,,,,,,
458,魚,野菜,雑貨,調味料,乳製品,,,,
459,肉,魚,雑貨,調味料,パン類,,,,
460,肉,魚,野菜,雑貨,調味料,乳製品,,,
461,肉,魚,野菜,調味料,乳製品,パン類,,,
462,肉,魚,雑貨,調味料,乳製品,パン類,,,
463,肉,魚,雑貨,乳製品,パン類,,,,
464,野菜,乳製品,,,,,,,
465,肉,調味料,飲料,パン類,,,,,
466,雑貨,酒類,,,,,,,
467,肉,魚,雑貨,調味料,,,,,
468,魚,野菜,飲料,酒類,パン類,,,,
469,魚,雑貨,飲料,酒類,,,,,
470,肉,乳製品,パン類,,,,,,
471,肉,調味料,パン類,,,,,,
472,魚,雑貨,調味料,乳製品,酒類,パン類,,,
473,雑貨,調味料,,,,,,,
474,肉,飲料,酒類,パン類,,,,,
475,魚,雑貨,飲料,酒類,,,,,
476,魚,雑貨,飲料,酒類,,,,,
477,肉,魚,雑貨,たばこ,,,,,
478,魚,野菜,雑貨,飲料,パン類,,,,
479,野菜,乳製品,たばこ,,,,,,
480,野菜,パン類,,,,,,,
481,肉,魚,野菜,雑貨,調味料,乳製品,飲料,酒類,パン類
482,肉,乳製品,パン類,,,,,,
483,肉,魚,野菜,調味料,乳製品,パン類,,,
484,肉,魚,野菜,乳製品,たばこ,パン類,,,
485,肉,野菜,調味料,乳製品,パン類,,,,
486,魚,飲料,酒類,,,,,,
487,魚,乳製品,,,,,,,
488,雑貨,調味料,,,,,,,
489,野菜,乳製品,,,,,,,
490,魚,野菜,乳製品,パン類,,,,,
491,肉,魚,飲料,パン類,,,,,
492,魚,野菜,雑貨,酒類,パン類,,,,
493,肉,野菜,調味料,乳製品,,,,,
494,肉,野菜,雑貨,パン類,,,,,
495,雑貨,調味料,飲料,パン類,,,,,
496,肉,雑貨,調味料,パン類,,,,,
497,野菜,乳製品,たばこ,,,,,,
498,雑貨,調味料,飲料,パン類,,,,,
499,魚,野菜,酒類,パン類,,,,,
500,肉,野菜,雑貨,パン類,,,,,
501,調味料,飲料,,,,,,,
502,調味料,パン類,,,,,,,
503,肉,パン類,,,,,,,
504,肉,野菜,乳製品,たばこ,,,,,
505,肉,調味料,,,,,,,
506,魚,野菜,調味料,乳製品,パン類,,,,
507,野菜,乳製品,パン類,,,,,,
508,肉,雑貨,飲料,パン類,,,,,
509,野菜,酒類,パン類,,,,,,
510,野菜,乳製品,パン類,,,,,,
511,肉,調味料,乳製品,,,,,,
512,肉,調味料,,,,,,,
513,肉,パン類,,,,,,,
514,肉,魚,調味料,,,,,,
515,肉,魚,野菜,乳製品,パン類,,,,
516,肉,野菜,調味料,,,,,,
517,肉,酒類,たばこ,,,,,,
518,野菜,乳製品,パン類,,,,,,
519,野菜,調味料,乳製品,酒類,たばこ,パン類,,,
520,野菜,乳製品,パン類,,,,,,
521,調味料,パン類,,,,,,,
522,肉,調味料,パン類,,,,,,
523,野菜,乳製品,酒類,パン類,,,,,
524,魚,雑貨,調味料,飲料,パン類,,,,
525,魚,野菜,雑貨,乳製品,パン類,,,,
526,乳製品,パン類,,,,,,,
527,肉,魚,雑貨,調味料,乳製品,パン類,,,
528,肉,野菜,,,,,,,
529,野菜,乳製品,パン類,,,,,,
530,肉,魚,雑貨,調味料,乳製品,酒類,,,
531,肉,魚,野菜,雑貨,調味料,パン類,,,
532,肉,魚,乳製品,飲料,,,,,
533,魚,野菜,雑貨,調味料,乳製品,パン類,,,
534,魚,野菜,雑貨,調味料,乳製品,酒類,パン類,,
535,魚,野菜,たばこ,パン類,,,,,
536,野菜,乳製品,酒類,パン類,,,,,
537,肉,雑貨,調味料,乳製品,酒類,,,,
538,雑貨,飲料,酒類,パン類,,,,,
539,魚,野菜,雑貨,乳製品,パン類,,,,
540,野菜,乳製品,飲料,パン類,,,,,
541,野菜,乳製品,,,,,,,
542,肉,調味料,乳製品,,,,,,
543,肉,調味料,,,,,,,
544,魚,雑貨,酒類,たばこ,,,,,
545,肉,乳製品,パン類,,,,,,
546,魚,野菜,乳製品,,,,,,
547,野菜,乳製品,パン類,,,,,,
548,野菜,乳製品,パン類,,,,,,
549,野菜,乳製品,たばこ,,,,,,
550,肉,魚,野菜,調味料,パン類,,,,
551,野菜,乳製品,たばこ,パン類,,,,,
552,肉,魚,野菜,雑貨,調味料,乳製品,パン類,,
553,魚,雑貨,酒類,パン類,,,,,
554,魚,乳製品,パン類,,,,,,
555,野菜,乳製品,,,,,,,
556,野菜,乳製品,,,,,,,
557,調味料,パン類,,,,,,,
558,肉,魚,調味料,パン類,,,,,
559,雑貨,調味料,パン類,,,,,,
560,肉,魚,雑貨,,,,,,
561,魚,雑貨,酒類,たばこ,,,,,
562,肉,調味料,パン類,,,,,,
563,魚,雑貨,酒類,,,,,,
564,肉,魚,野菜,雑貨,調味料,乳製品,パン類,,
565,乳製品,パン類,,,,,,,
566,野菜,乳製品,パン類,,,,,,
567,魚,野菜,雑貨,乳製品,酒類,パン類,,,
568,魚,野菜,雑貨,飲料,,,,,
569,魚,雑貨,飲料,,,,,,
570,魚,飲料,たばこ,パン類,,,,,
571,野菜,乳製品,パン類,,,,,,
572,肉,乳製品,パン類,,,,,,
573,肉,魚,雑貨,調味料,乳製品,パン類,,,
574,肉,野菜,雑貨,調味料,,,,,
575,魚,酒類,パン類,,,,,,
576,野菜,雑貨,調味料,乳製品,パン類,,,,
577,魚,雑貨,飲料,酒類,たばこ,,,,
578,野菜,乳製品,,,,,,,
579,肉,魚,野菜,雑貨,調味料,乳製品,飲料,パン類,
580,肉,調味料,パン類,,,,,,
581,雑貨,調味料,飲料,,,,,,
582,肉,魚,雑貨,飲料,,,,,
583,魚,野菜,雑貨,調味料,乳製品,パン類,,,
584,野菜,乳製品,たばこ,,,,,,
585,肉,パン類,,,,,,,
586,魚,野菜,パン類,,,,,,
587,肉,調味料,パン類,,,,,,
588,魚,調味料,パン類,,,,,,
589,野菜,乳製品,,,,,,,
590,肉,魚,調味料,たばこ,パン類,,,,
591,肉,野菜,雑貨,調味料,乳製品,飲料,パン類,,
592,雑貨,酒類,パン類,,,,,,
593,魚,雑貨,パン類,,,,,,
594,肉,雑貨,調味料,飲料,酒類,パン類,,,
595,魚,雑貨,,,,,,,
596,肉,魚,雑貨,飲料,たばこ,パン類,,,
597,魚,雑貨,酒類,,,,,,
598,肉,魚,雑貨,調味料,乳製品,パン類,,,
599,調味料,パン類,,,,,,,
600,肉,野菜,調味料,乳製品,パン類,,,,
601,肉,魚,野菜,乳製品,,,,,
602,肉,魚,雑貨,飲料,酒類,,,,
603,肉,飲料,酒類,,,,,,
604,肉,魚,野菜,調味料,乳製品,パン類,,,
605,肉,魚,野菜,雑貨,乳製品,飲料,パン類,,
606,野菜,雑貨,乳製品,パン類,,,,,
607,乳製品,パン類,,,,,,,
608,野菜,乳製品,パン類,,,,,,
609,魚,野菜,調味料,乳製品,パン類,,,,
610,乳製品,パン類,,,,,,,
611,魚,野菜,乳製品,パン類,,,,,
612,野菜,乳製品,パン類,,,,,,
613,肉,魚,調味料,乳製品,パン類,,,,
614,魚,雑貨,飲料,パン類,,,,,
615,魚,調味料,飲料,,,,,,
616,野菜,乳製品,パン類,,,,,,
617,野菜,乳製品,たばこ,,,,,,
618,肉,魚,野菜,雑貨,調味料,乳製品,パン類,,
619,野菜,乳製品,パン類,,,,,,
620,肉,野菜,調味料,パン類,,,,,
621,肉,魚,調味料,酒類,パン類,,,,
622,野菜,乳製品,,,,,,,
623,魚,酒類,たばこ,パン類,,,,,
624,魚,野菜,調味料,乳製品,,,,,
625,魚,飲料,,,,,,,
626,魚,飲料,酒類,,,,,,
627,肉,調味料,乳製品,パン類,,,,,
628,肉,魚,雑貨,調味料,乳製品,,,,
629,魚,野菜,乳製品,たばこ,パン類,,,,
630,魚,野菜,たばこ,,,,,,
631,調味料,乳製品,パン類,,,,,,
632,魚,雑貨,飲料,酒類,,,,,
633,雑貨,飲料,酒類,たばこ,,,,,
634,肉,魚,野菜,雑貨,乳製品,パン類,,,
635,肉,魚,野菜,乳製品,飲料,たばこ,,,
636,野菜,乳製品,パン類,,,,,,
637,乳製品,たばこ,パン類,,,,,,
638,魚,雑貨,パン類,,,,,,
639,肉,野菜,酒類,,,,,,
640,肉,調味料,,,,,,,
641,野菜,乳製品,,,,,,,
642,野菜,乳製品,パン類,,,,,,
643,野菜,雑貨,調味料,パン類,,,,,
644,肉,魚,野菜,雑貨,調味料,乳製品,パン類,,
645,肉,魚,雑貨,調味料,乳製品,パン類,,,
646,肉,魚,野菜,調味料,飲料,パン類,,,
647,魚,飲料,酒類,,,,,,
